Estado,Total,Created At,Tipo,Serie Folio
finalizada,250.0,2022-05-28T14:49:47Z,venta,V
finalizada,4699.0,2022-05-28T14:59:51Z,venta,V
finalizada,12697.0,2022-05-30T09:19:25Z,venta,V
finalizada,5399.0,2022-05-30T09:55:20Z,venta,V
finalizada,470.0,2022-05-30T10:03:38Z,venta,V
finalizada,5899.63,2022-05-30T10:43:37Z,venta,V
finalizada,5598.99,2022-05-30T11:07:57Z,venta,V
finalizada,4298.99,2022-05-30T11:28:09Z,venta,V
finalizada,389.99,2022-05-30T11:31:52Z,venta,V
finalizada,190.0,2022-05-30T12:17:40Z,venta,V
finalizada,6499.0,2022-05-30T12:23:30Z,venta,V
finalizada,250.0,2022-05-30T12:54:38Z,venta,V
finalizada,500.0,2022-05-30T13:15:44Z,venta,V
finalizada,0.0,2022-05-30T13:28:28Z,venta,V
finalizada,220.0,2022-05-30T13:32:39Z,venta,V
finalizada,0.0,2022-05-30T13:50:12Z,venta,V
finalizada,1889.94,2022-05-30T13:52:12Z,venta,V
finalizada,720.0,2022-05-30T14:22:58Z,venta,V
finalizada,440.0,2022-05-30T14:26:57Z,venta,V
finalizada,5399.0,2022-05-30T14:46:50Z,venta,V
finalizada,6499.0,2022-05-30T14:53:50Z,venta,V
finalizada,8398.0,2022-05-30T15:14:51Z,venta,V
finalizada,242.59,2022-05-30T15:42:50Z,venta,V
finalizada,0.0,2022-05-30T15:59:09Z,venta,V
finalizada,779.98,2022-05-30T16:54:43Z,venta,V
finalizada,5399.0,2022-05-30T16:58:54Z,venta,V
finalizada,6499.0,2022-05-30T17:20:56Z,venta,V
finalizada,9495.0,2022-05-30T17:22:19Z,venta,V
finalizada,389.99,2022-05-30T17:34:41Z,venta,V
finalizada,4298.99,2022-05-30T17:50:27Z,venta,V
finalizada,8298.0,2022-05-31T09:30:52Z,venta,V
finalizada,0.0,2022-05-31T11:43:43Z,venta,V
finalizada,6499.0,2022-05-31T11:44:21Z,venta,V
finalizada,220.0,2022-05-31T12:00:17Z,venta,V
finalizada,0.0,2022-05-31T12:21:26Z,venta,V
finalizada,0.0,2022-05-31T12:23:12Z,venta,V
finalizada,490.0,2022-05-31T13:32:03Z,venta,V
finalizada,540.0,2022-05-31T14:04:35Z,venta,V
finalizada,5598.99,2022-05-31T15:25:24Z,venta,V
finalizada,389.99,2022-05-31T15:25:33Z,venta,V
finalizada,1520.0,2022-05-31T15:27:19Z,venta,V
finalizada,990.06,2022-05-31T16:53:25Z,venta,V
finalizada,1640.0,2022-05-31T17:15:28Z,venta,V
finalizada,6499.0,2022-05-31T17:35:05Z,venta,V
finalizada,5999.0,2022-05-31T17:45:50Z,venta,V
finalizada,389.99,2022-05-31T18:16:42Z,venta,V
finalizada,15499.0,2022-06-01T10:22:10Z,venta,V
finalizada,99.2,2022-06-01T10:39:51Z,venta,V
finalizada,6499.0,2022-06-01T11:07:31Z,venta,V
finalizada,220.0,2022-06-01T11:37:17Z,venta,V
finalizada,5598.99,2022-06-01T12:23:22Z,venta,V
finalizada,18995.0,2022-06-01T13:59:11Z,venta,V
finalizada,20495.0,2022-06-01T15:32:22Z,venta,V
finalizada,1140.0,2022-06-01T15:57:42Z,venta,V
finalizada,500.0,2022-06-01T16:49:47Z,venta,V
finalizada,250.0,2022-06-01T17:55:49Z,venta,V
finalizada,0.0,2022-06-02T09:35:30Z,venta,V
finalizada,249.99,2022-06-02T10:23:59Z,venta,V
finalizada,6199.0,2022-06-02T11:03:35Z,venta,V
finalizada,7668.97,2022-06-02T11:10:26Z,venta,V
finalizada,990.06,2022-06-02T12:14:39Z,venta,V
finalizada,10098.0,2022-06-02T12:40:37Z,venta,V
finalizada,5286.23,2022-06-02T13:31:23Z,venta,V
finalizada,220.0,2022-06-02T14:43:26Z,venta,V
finalizada,6499.0,2022-06-02T16:25:44Z,venta,V
finalizada,500.0,2022-06-02T16:47:55Z,venta,V
finalizada,220.0,2022-06-02T17:23:19Z,venta,V
finalizada,990.06,2022-06-02T17:47:49Z,venta,V
finalizada,7199.0,2022-06-02T17:51:03Z,venta,V
finalizada,7199.0,2022-06-02T18:11:35Z,venta,V
finalizada,6199.0,2022-06-02T18:14:49Z,venta,V
finalizada,4745.57,2022-06-03T09:30:15Z,venta,V
finalizada,6199.0,2022-06-03T09:40:22Z,venta,V
finalizada,220.0,2022-06-03T09:53:35Z,venta,V
finalizada,600.0,2022-06-03T09:57:55Z,venta,V
finalizada,4799.0,2022-06-03T10:34:18Z,venta,V
finalizada,0.0,2022-06-03T11:23:02Z,venta,V
finalizada,0.0,2022-06-03T11:31:18Z,venta,V
finalizada,0.0,2022-06-03T11:34:37Z,venta,V
finalizada,4099.0,2022-06-03T11:37:04Z,venta,V
finalizada,220.0,2022-06-03T12:26:29Z,venta,V
finalizada,30.0,2022-06-03T12:27:51Z,venta,V
finalizada,4298.99,2022-06-03T12:42:48Z,venta,V
finalizada,219.99,2022-06-03T13:05:26Z,venta,V
finalizada,219.99,2022-06-03T14:48:13Z,venta,V
finalizada,6499.0,2022-06-03T16:56:56Z,venta,V
finalizada,12098.0,2022-06-04T10:24:02Z,venta,V
finalizada,190.0,2022-06-04T10:32:41Z,venta,V
finalizada,3999.0,2022-06-04T10:40:22Z,venta,V
finalizada,7199.0,2022-06-04T11:23:41Z,venta,V
finalizada,81.04,2022-06-04T11:32:42Z,venta,V
finalizada,60.0,2022-06-04T11:49:40Z,venta,V
finalizada,215.0,2022-06-04T12:25:36Z,venta,V
finalizada,5199.0,2022-06-04T12:28:50Z,venta,V
finalizada,190.0,2022-06-04T12:30:19Z,venta,V
finalizada,389.99,2022-06-04T12:44:31Z,venta,V
finalizada,990.06,2022-06-04T12:54:06Z,venta,V
finalizada,440.0,2022-06-04T13:26:39Z,venta,V
finalizada,378.0,2022-06-04T14:06:30Z,venta,V
finalizada,6499.0,2022-06-06T11:53:29Z,venta,V
finalizada,4199.0,2022-06-06T13:12:57Z,venta,V
finalizada,0.0,2022-06-06T13:13:03Z,venta,V
finalizada,389.99,2022-06-06T14:28:16Z,venta,V
finalizada,990.06,2022-06-06T16:17:05Z,venta,V
finalizada,0.0,2022-06-06T16:35:39Z,venta,V
finalizada,190.0,2022-06-06T16:41:16Z,venta,V
finalizada,5399.0,2022-06-06T16:48:38Z,venta,V
finalizada,6199.0,2022-06-06T17:06:29Z,venta,V
finalizada,6499.0,2022-06-06T17:31:15Z,venta,V
finalizada,14297.0,2022-06-07T09:07:08Z,venta,V
finalizada,220.0,2022-06-07T09:27:51Z,venta,V
finalizada,440.0,2022-06-07T10:14:52Z,venta,V
finalizada,47390.0,2022-06-07T10:29:28Z,venta,V
finalizada,219.99,2022-06-07T11:29:15Z,venta,V
finalizada,7199.0,2022-06-07T11:43:24Z,venta,V
finalizada,220.0,2022-06-07T11:56:47Z,venta,V
finalizada,4799.0,2022-06-07T12:27:26Z,venta,V
finalizada,0.0,2022-06-07T13:14:50Z,venta,V
finalizada,0.0,2022-06-07T13:31:01Z,venta,V
finalizada,5699.0,2022-06-07T14:09:52Z,venta,V
finalizada,14197.0,2022-06-07T15:25:47Z,venta,V
finalizada,430.43,2022-06-07T15:26:11Z,venta,V
finalizada,23995.0,2022-06-07T15:36:03Z,venta,V
finalizada,6499.0,2022-06-07T15:42:51Z,venta,V
finalizada,5299.0,2022-06-07T16:39:36Z,venta,V
finalizada,30.0,2022-06-07T17:27:26Z,venta,V
finalizada,6499.0,2022-06-07T18:22:20Z,venta,V
finalizada,4299.0,2022-06-08T09:18:13Z,venta,V
finalizada,220.0,2022-06-08T09:33:01Z,venta,V
finalizada,219.99,2022-06-08T10:44:50Z,venta,V
finalizada,220.0,2022-06-08T11:05:48Z,venta,V
finalizada,990.06,2022-06-08T11:16:26Z,venta,V
finalizada,5399.0,2022-06-08T11:30:20Z,venta,V
finalizada,0.0,2022-06-08T11:47:00Z,venta,V
finalizada,11599.04,2022-06-08T12:41:07Z,venta,V
finalizada,982.76,2022-06-08T12:49:38Z,venta,V
finalizada,7999.0,2022-06-08T13:15:26Z,venta,V
finalizada,220.0,2022-06-08T14:07:11Z,venta,V
finalizada,320.0,2022-06-08T14:25:40Z,venta,V
finalizada,4499.0,2022-06-08T14:36:51Z,venta,V
finalizada,6799.0,2022-06-08T14:57:23Z,venta,V
finalizada,0.0,2022-06-08T15:45:33Z,venta,V
finalizada,13097.0,2022-06-08T16:27:31Z,venta,V
finalizada,6499.0,2022-06-08T16:57:26Z,venta,V
finalizada,0.0,2022-06-08T17:12:31Z,venta,V
finalizada,6499.0,2022-06-08T17:23:15Z,venta,V
finalizada,4299.0,2022-06-08T17:50:31Z,venta,V
finalizada,17999.0,2022-06-09T09:17:47Z,venta,V
finalizada,4799.0,2022-06-09T09:31:15Z,venta,V
finalizada,1399.0,2022-06-09T10:26:23Z,venta,V
finalizada,0.0,2022-06-09T10:50:06Z,venta,V
finalizada,6499.0,2022-06-09T11:28:41Z,venta,V
finalizada,220.0,2022-06-09T11:29:42Z,venta,V
finalizada,12998.0,2022-06-09T11:46:43Z,venta,V
finalizada,5399.0,2022-06-09T12:46:30Z,venta,V
finalizada,26994.0,2022-06-09T13:47:41Z,venta,V
finalizada,5599.0,2022-06-09T14:18:48Z,venta,V
finalizada,990.06,2022-06-09T14:42:38Z,venta,V
finalizada,5049.0,2022-06-09T15:22:06Z,venta,V
finalizada,11499.0,2022-06-09T15:34:48Z,venta,V
finalizada,16496.0,2022-06-09T16:07:53Z,venta,V
finalizada,220.0,2022-06-09T16:37:21Z,venta,V
finalizada,42.24,2022-06-09T16:46:10Z,venta,V
finalizada,490.0,2022-06-09T17:49:29Z,venta,V
finalizada,4699.0,2022-06-10T09:13:30Z,venta,V
finalizada,309.99,2022-06-10T09:23:59Z,venta,V
finalizada,499.99,2022-06-10T10:08:30Z,venta,V
finalizada,500.0,2022-06-10T10:57:56Z,venta,V
finalizada,5199.0,2022-06-10T11:08:22Z,venta,V
finalizada,5599.0,2022-06-10T11:14:55Z,venta,V
finalizada,3999.0,2022-06-10T11:30:47Z,venta,V
finalizada,4899.0,2022-06-10T11:55:36Z,venta,V
finalizada,6199.0,2022-06-10T12:48:30Z,venta,V
finalizada,990.06,2022-06-10T12:59:37Z,venta,V
finalizada,490.0,2022-06-10T13:43:35Z,venta,V
finalizada,680.0,2022-06-10T14:47:45Z,venta,V
finalizada,2400.0,2022-06-10T15:11:48Z,venta,V
finalizada,1210.06,2022-06-10T15:49:18Z,venta,V
finalizada,600.0,2022-06-10T16:07:47Z,venta,V
finalizada,5599.0,2022-06-10T16:16:23Z,venta,V
finalizada,250.0,2022-06-10T16:38:58Z,venta,V
finalizada,480.0,2022-06-10T16:41:27Z,venta,V
finalizada,17296.0,2022-06-10T17:11:20Z,venta,V
finalizada,6499.0,2022-06-11T09:26:57Z,venta,V
finalizada,5149.86,2022-06-11T09:33:15Z,venta,V
finalizada,309.99,2022-06-11T09:44:25Z,venta,V
finalizada,344.99,2022-06-11T09:58:07Z,venta,V
finalizada,400.0,2022-06-11T10:28:28Z,venta,V
finalizada,659.99,2022-06-11T10:43:51Z,venta,V
finalizada,360.0,2022-06-11T11:03:19Z,venta,V
finalizada,529.98,2022-06-11T11:16:33Z,venta,V
finalizada,0.0,2022-06-11T12:02:36Z,venta,V
finalizada,439.98,2022-06-11T13:04:36Z,venta,V
finalizada,7199.0,2022-06-11T13:40:39Z,venta,V
finalizada,8197.99,2022-06-11T13:48:51Z,venta,V
finalizada,5399.0,2022-06-11T13:56:48Z,venta,V
finalizada,300.0,2022-06-11T14:19:48Z,venta,V
finalizada,315.0,2022-06-11T14:24:38Z,venta,V
finalizada,512.75,2022-06-11T14:33:23Z,venta,V
finalizada,11499.0,2022-06-13T10:45:35Z,venta,V
finalizada,5199.0,2022-06-13T10:46:42Z,venta,V
finalizada,132.0,2022-06-13T11:20:34Z,venta,V
finalizada,0.0,2022-06-13T11:22:57Z,venta,V
finalizada,219.99,2022-06-13T11:35:45Z,venta,V
finalizada,6199.0,2022-06-13T12:50:24Z,venta,V
finalizada,6899.0,2022-06-13T12:53:51Z,venta,V
finalizada,6499.0,2022-06-13T12:57:05Z,venta,V
finalizada,10999.0,2022-06-13T13:57:06Z,venta,V
finalizada,700.0,2022-06-13T14:48:53Z,venta,V
finalizada,6499.0,2022-06-13T16:10:10Z,venta,V
finalizada,14599.0,2022-06-13T16:18:54Z,venta,V
finalizada,8499.0,2022-06-13T17:16:37Z,venta,V
finalizada,5299.0,2022-06-13T17:19:43Z,venta,V
finalizada,16596.0,2022-06-13T17:24:57Z,venta,V
finalizada,0.0,2022-06-13T18:10:04Z,venta,V
finalizada,219.99,2022-06-14T13:23:09Z,venta,V
finalizada,879.96,2022-06-14T14:27:25Z,venta,V
finalizada,809.97,2022-06-14T14:35:43Z,venta,V
finalizada,362.93,2022-06-14T15:25:22Z,venta,V
finalizada,4099.0,2022-06-14T15:31:46Z,venta,V
finalizada,6199.0,2022-06-14T16:01:13Z,venta,V
finalizada,230.0,2022-06-14T16:18:26Z,venta,V
finalizada,4299.0,2022-06-14T16:47:33Z,venta,V
finalizada,4099.0,2022-06-14T17:17:10Z,venta,V
finalizada,490.0,2022-06-14T18:17:24Z,venta,V
finalizada,9283.47,2022-06-15T09:52:39Z,venta,V
finalizada,439.98,2022-06-15T10:42:32Z,venta,V
finalizada,5899.0,2022-06-15T11:00:24Z,venta,V
finalizada,219.99,2022-06-15T11:01:45Z,venta,V
finalizada,990.06,2022-06-15T11:06:58Z,venta,V
finalizada,0.0,2022-06-15T12:53:21Z,venta,V
finalizada,9689.0,2022-06-15T13:13:38Z,venta,V
finalizada,250.0,2022-06-15T13:19:39Z,venta,V
finalizada,6499.0,2022-06-15T13:39:12Z,venta,V
finalizada,6499.0,2022-06-15T13:51:38Z,venta,V
finalizada,150.0,2022-06-15T14:23:34Z,venta,V
finalizada,0.0,2022-06-15T15:30:48Z,venta,V
finalizada,990.06,2022-06-15T15:37:22Z,venta,V
finalizada,0.0,2022-06-15T15:45:30Z,venta,V
finalizada,219.99,2022-06-15T17:19:49Z,venta,V
finalizada,0.0,2022-06-15T17:35:51Z,venta,V
finalizada,15499.0,2022-06-15T17:52:13Z,venta,V
finalizada,13897.0,2022-06-15T17:57:33Z,venta,V
finalizada,5999.0,2022-06-15T18:09:11Z,venta,V
finalizada,5399.0,2022-06-15T18:25:51Z,venta,V
finalizada,240.0,2022-06-16T09:43:42Z,venta,V
finalizada,0.0,2022-06-16T11:01:57Z,venta,V
finalizada,0.0,2022-06-16T11:03:20Z,venta,V
finalizada,4919.0,2022-06-16T11:10:48Z,venta,V
finalizada,659.97,2022-06-16T11:25:06Z,venta,V
finalizada,7199.0,2022-06-16T13:21:25Z,venta,V
finalizada,4299.0,2022-06-16T15:02:41Z,venta,V
finalizada,106.38,2022-06-16T15:53:22Z,venta,V
finalizada,4799.0,2022-06-16T17:16:39Z,venta,V
finalizada,219.99,2022-06-16T17:22:23Z,venta,V
finalizada,6499.0,2022-06-16T17:58:43Z,venta,V
finalizada,559.98,2022-06-17T09:40:12Z,venta,V
finalizada,11898.0,2022-06-17T09:49:25Z,venta,V
finalizada,2296.0,2022-06-17T11:59:34Z,venta,V
finalizada,6499.0,2022-06-17T15:31:59Z,venta,V
finalizada,4099.0,2022-06-17T15:41:58Z,venta,V
finalizada,5199.0,2022-06-17T15:49:34Z,venta,V
finalizada,6499.0,2022-06-17T16:12:24Z,venta,V
finalizada,6499.0,2022-06-17T16:27:29Z,venta,V
finalizada,1125.0,2022-06-17T17:08:03Z,venta,V
finalizada,60.0,2022-06-17T17:43:09Z,venta,V
finalizada,490.0,2022-06-17T17:55:12Z,venta,V
finalizada,5399.0,2022-06-17T18:17:00Z,venta,V
finalizada,219.99,2022-06-17T18:27:26Z,venta,V
finalizada,6199.0,2022-06-18T10:24:23Z,venta,V
finalizada,450.0,2022-06-18T10:38:51Z,venta,V
finalizada,468.0,2022-06-18T10:40:01Z,venta,V
finalizada,1600.0,2022-06-18T10:44:58Z,venta,V
finalizada,250.0,2022-06-18T11:34:23Z,venta,V
finalizada,260.33,2022-06-18T11:57:51Z,venta,V
finalizada,279.99,2022-06-18T12:00:08Z,venta,V
finalizada,219.99,2022-06-18T12:13:21Z,venta,V
finalizada,649.97,2022-06-18T13:05:03Z,venta,V
finalizada,5299.0,2022-06-18T13:09:46Z,venta,V
finalizada,219.99,2022-06-18T13:37:51Z,venta,V
finalizada,6199.0,2022-06-18T13:49:41Z,venta,V
finalizada,220.0,2022-06-18T14:54:57Z,venta,V
finalizada,9298.0,2022-06-20T10:42:51Z,venta,V
finalizada,380.0,2022-06-20T11:02:15Z,venta,V
finalizada,6499.0,2022-06-20T11:18:09Z,venta,V
finalizada,4499.0,2022-06-20T11:31:56Z,venta,V
finalizada,219.99,2022-06-20T11:53:24Z,venta,V
finalizada,499.99,2022-06-20T13:02:30Z,venta,V
finalizada,369.99,2022-06-20T13:39:21Z,venta,V
finalizada,0.0,2022-06-20T14:34:16Z,venta,V
finalizada,1980.0,2022-06-20T14:35:45Z,venta,V
finalizada,360.0,2022-06-20T14:41:50Z,venta,V
finalizada,44990.0,2022-06-20T14:46:29Z,venta,V
finalizada,13799.0,2022-06-20T15:45:45Z,venta,V
finalizada,469.99,2022-06-20T15:47:05Z,venta,V
finalizada,219.99,2022-06-20T17:00:37Z,venta,V
finalizada,219.99,2022-06-20T17:04:02Z,venta,V
finalizada,350.0,2022-06-20T17:30:17Z,venta,V
finalizada,6199.0,2022-06-20T17:42:34Z,venta,V
finalizada,219.99,2022-06-20T17:56:21Z,venta,V
finalizada,439.98,2022-06-21T10:02:55Z,venta,V
finalizada,5599.0,2022-06-21T10:50:51Z,venta,V
finalizada,1319.94,2022-06-21T10:53:50Z,venta,V
finalizada,4299.0,2022-06-21T11:39:16Z,venta,V
finalizada,500.0,2022-06-21T11:51:50Z,venta,V
finalizada,6499.0,2022-06-21T12:19:17Z,venta,V
finalizada,6499.0,2022-06-21T12:37:50Z,venta,V
finalizada,9798.0,2022-06-21T13:11:39Z,venta,V
finalizada,4499.0,2022-06-21T14:17:05Z,venta,V
